Thread: 5069 -- LS: (A = 73, B = 61) -- [A(0, 0) = (10, 15) = (10, 15) = B(11, 8)]
Thread: 397 -- LS: (A = 49, B = 5) -- [A(0, 0) = (6, 5) = (6, 5) = B(5, 4)]
Thread: 399 -- LS: (A = 49, B = 7) -- [A(0, 0) = (6, 4) = (6, 4) = B(5, 4)]
Thread: 3628 -- LS: (A = 53, B = 44) -- [A(0, 0) = (9, 14) = (9, 14) = B(6, 13)]
Thread: 2857 -- LS: (A = 37, B = 33) -- [A(0, 0) = (10, 1) = (10, 1) = B(4, 10)]
Thread: 4978 -- LS: (A = 62, B = 58) -- [A(0, 0) = (1, 6) = (1, 6) = B(5, 12)]
Thread: 3159 -- LS: (A = 74, B = 39) -- [A(0, 0) = (5, 5) = (5, 5) = B(5, 1)]
Thread: 4311 -- LS: (A = 58, B = 55) -- [A(0, 0) = (6, 0) = (6, 0) = B(3, 2)]
Thread: 1714 -- LS: (A = 54, B = 18) -- [A(0, 0) = (13, 2) = (13, 2) = B(8, 7)]
Thread: 2884 -- LS: (A = 40, B = 36) -- [A(0, 0) = (9, 15) = (9, 15) = B(5, 7)]
Thread: 3789 -- LS: (A = 73, B = 45) -- [A(0, 0) = (10, 4) = (10, 4) = B(9, 13)]
Thread: 2514 -- LS: (A = 74, B = 26) -- [A(0, 0) = (5, 0) = (5, 0) = B(2, 14)]
Thread: 2517 -- LS: (A = 74, B = 29) -- [A(0, 0) = (5, 1) = (5, 1) = B(2, 14)]
Thread: 2899 -- LS: (A = 42, B = 35) -- [A(0, 0) = (15, 15) = (15, 15) = B(5, 7)]
Thread: 1190 -- LS: (A = 68, B = 14) -- [A(0, 0) = (10, 13) = (10, 13) = B(3, 4)]
Thread: 2320 -- LS: (A = 50, B = 24) -- [A(0, 0) = (12, 12) = (12, 12) = B(3, 7)]
Thread: 2323 -- LS: (A = 50, B = 27) -- [A(0, 0) = (12, 4) = (12, 4) = B(3, 7)]
Thread: 596 -- LS: (A = 74, B = 4) -- [A(0, 0) = (5, 0) = (5, 0) = B(4, 15)]
Thread: 2919 -- LS: (A = 44, B = 39) -- [A(0, 0) = (14, 5) = (14, 5) = B(4, 9)]
Thread: 1859 -- LS: (A = 72, B = 19) -- [A(0, 0) = (11, 13) = (11, 13) = B(4, 12)]
Thread: 2419 -- LS: (A = 62, B = 27) -- [A(0, 0) = (1, 4) = (1, 4) = B(4, 11)]
Thread: 125 -- LS: (A = 15, B = 5) -- [A(0, 0) = (7, 5) = (7, 5) = B(2, 1)]
Thread: 142 -- LS: (A = 17, B = 6) -- [A(0, 0) = (8, 14) = (8, 14) = B(3, 9)]
Thread: 4302 -- LS: (A = 57, B = 54) -- [A(0, 0) = (0, 13) = (0, 13) = B(5, 9)]
Thread: 4476 -- LS: (A = 79, B = 52) -- [A(0, 0) = (1, 11) = (1, 11) = B(4, 4)]
Thread: 4988 -- LS: (A = 63, B = 60) -- [A(0, 0) = (15, 2) = (15, 2) = B(9, 6)]
Thread: 1838 -- LS: (A = 69, B = 22) -- [A(0, 0) = (9, 8) = (9, 8) = B(4, 8)]
Thread: 3766 -- LS: (A = 70, B = 46) -- [A(0, 0) = (14, 14) = (14, 14) = B(4, 11)]
Thread: 3767 -- LS: (A = 70, B = 47) -- [A(0, 0) = (14, 2) = (14, 2) = B(4, 11)]
Thread: 3753 -- LS: (A = 69, B = 41) -- [A(0, 0) = (9, 13) = (9, 13) = B(4, 8)]
Thread: 2401 -- LS: (A = 60, B = 25) -- [A(0, 0) = (2, 2) = (2, 2) = B(4, 1)]
Thread: 2402 -- LS: (A = 60, B = 26) -- [A(0, 0) = (2, 0) = (2, 0) = B(4, 1)]
Thread: 2936 -- LS: (A = 47, B = 32) -- [A(0, 0) = (2, 6) = (2, 6) = B(5, 6)]
Thread: 2391 -- LS: (A = 58, B = 31) -- [A(0, 0) = (6, 3) = (6, 3) = B(3, 2)]
Thread: 1251 -- LS: (A = 76, B = 11) -- [A(0, 0) = (1, 3) = (1, 3) = B(6, 13)]
Thread: 1252 -- LS: (A = 76, B = 12) -- [A(0, 0) = (1, 11) = (1, 11) = B(6, 13)]
Thread: 1208 -- LS: (A = 71, B = 8) -- [A(0, 0) = (8, 11) = (8, 11) = B(6, 9)]
Thread: 1209 -- LS: (A = 71, B = 9) -- [A(0, 0) = (8, 5) = (8, 5) = B(6, 9)]
Thread: 2976 -- LS: (A = 52, B = 32) -- [A(0, 0) = (11, 6) = (11, 6) = B(9, 1)]
Thread: 61 -- LS: (A = 7, B = 5) -- [A(0, 0) = (4, 5) = (4, 5) = B(5, 4)]
Thread: 1235 -- LS: (A = 74, B = 11) -- [A(0, 0) = (5, 3) = (5, 3) = B(9, 3)]
Thread: 3614 -- LS: (A = 51, B = 46) -- [A(0, 0) = (3, 14) = (3, 14) = B(4, 11)]
Thread: 3615 -- LS: (A = 51, B = 47) -- [A(0, 0) = (3, 2) = (3, 2) = B(4, 11)]
Thread: 302 -- LS: (A = 37, B = 6) -- [A(0, 0) = (10, 14) = (10, 14) = B(3, 9)]
Thread: 2128 -- LS: (A = 26, B = 24) -- [A(0, 1) = (13, 13) = (13, 13) = B(3, 5)]
Thread: 1632 -- LS: (A = 44, B = 16) -- [A(0, 0) = (14, 15) = (14, 15) = B(8, 1)]
Thread: 1639 -- LS: (A = 44, B = 23) -- [A(0, 0) = (14, 14) = (14, 14) = B(8, 1)]
Thread: 1128 -- LS: (A = 61, B = 8) -- [A(0, 0) = (15, 11) = (15, 11) = B(5, 6)]
Thread: 1133 -- LS: (A = 61, B = 13) -- [A(0, 0) = (15, 2) = (15, 2) = B(5, 6)]
Thread: 4370 -- LS: (A = 66, B = 50) -- [A(0, 0) = (9, 12) = (9, 12) = B(4, 15)]
Thread: 3812 -- LS: (A = 76, B = 44) -- [A(0, 0) = (1, 14) = (1, 14) = B(6, 13)]
Thread: 43 -- LS: (A = 5, B = 3) -- [A(0, 0) = (5, 14) = (5, 14) = B(12, 3)]
Thread: 3600 -- LS: (A = 50, B = 40) -- [A(0, 0) = (12, 9) = (12, 9) = B(2, 9)]
Thread: 3602 -- LS: (A = 50, B = 42) -- [A(0, 0) = (12, 15) = (12, 15) = B(2, 9)]
Thread: 1874 -- LS: (A = 74, B = 18) -- [A(0, 0) = (5, 2) = (5, 2) = B(5, 1)]
Thread: 1876 -- LS: (A = 74, B = 20) -- [A(0, 0) = (5, 8) = (5, 8) = B(5, 1)]
Thread: 1181 -- LS: (A = 67, B = 13) -- [A(0, 0) = (11, 2) = (11, 2) = B(6, 8)]
Thread: 3101 -- LS: (A = 67, B = 37) -- [A(0, 0) = (11, 10) = (11, 10) = B(7, 14)]
Thread: 3103 -- LS: (A = 67, B = 39) -- [A(0, 0) = (11, 5) = (11, 5) = B(7, 14)]
Thread: 1087 -- LS: (A = 55, B = 15) -- [A(0, 0) = (0, 7) = (0, 7) = B(6, 6)]
Thread: 1153 -- LS: (A = 64, B = 9) -- [A(0, 0) = (15, 5) = (15, 5) = B(11, 13)]
Thread: 1093 -- LS: (A = 56, B = 13) -- [A(0, 0) = (6, 2) = (6, 2) = B(4, 2)]
Thread: 4945 -- LS: (A = 58, B = 57) -- [A(0, 1) = (1, 3) = (1, 3) = B(1, 4)]
Thread: 5667 -- LS: (A = 68, B = 67) -- [A(0, 0) = (10, 11) = (10, 11) = B(13, 6)]
Thread: 4241 -- LS: (A = 50, B = 49) -- [A(0, 1) = (6, 14) = (6, 14) = B(3, 12)]
Thread: 4283 -- LS: (A = 55, B = 51) -- [A(0, 0) = (0, 3) = (0, 3) = B(4, 11)]
Thread: 5726 -- LS: (A = 75, B = 70) -- [A(0, 0) = (5, 14) = (5, 14) = B(6, 10)]
Thread: 2501 -- LS: (A = 72, B = 29) -- [A(0, 0) = (11, 1) = (11, 1) = B(7, 10)]
Thread: 3832 -- LS: (A = 79, B = 40) -- [A(0, 0) = (1, 9) = (1, 9) = B(7, 1)]
Thread: 4428 -- LS: (A = 73, B = 52) -- [A(0, 0) = (10, 11) = (10, 11) = B(7, 10)]
Thread: 989 -- LS: (A = 43, B = 13) -- [A(0, 0) = (5, 2) = (5, 2) = B(10, 10)]
Thread: 4320 -- LS: (A = 60, B = 48) -- [A(0, 0) = (2, 6) = (2, 6) = B(5, 5)]
Thread: 1030 -- LS: (A = 48, B = 14) -- [A(0, 1) = (12, 6) = (12, 6) = B(4, 3)]
Thread: 2489 -- LS: (A = 71, B = 25) -- [A(0, 0) = (8, 2) = (8, 2) = B(5, 13)]
Thread: 2495 -- LS: (A = 71, B = 31) -- [A(0, 0) = (8, 3) = (8, 3) = B(5, 13)]
Thread: 312 -- LS: (A = 39, B = 0) -- [A(0, 0) = (5, 7) = (5, 7) = B(5, 1)]
Thread: 745 -- LS: (A = 13, B = 9) -- [A(0, 0) = (2, 5) = (2, 5) = B(7, 14)]
Thread: 3117 -- LS: (A = 69, B = 37) -- [A(0, 0) = (9, 10) = (9, 10) = B(9, 13)]
Thread: 3570 -- LS: (A = 46, B = 42) -- [A(0, 0) = (14, 15) = (14, 15) = B(3, 14)]
Thread: 3572 -- LS: (A = 46, B = 44) -- [A(0, 0) = (14, 14) = (14, 14) = B(3, 14)]
Thread: 3573 -- LS: (A = 46, B = 45) -- [A(0, 0) = (14, 4) = (14, 4) = B(3, 14)]
Thread: 4248 -- LS: (A = 51, B = 48) -- [A(0, 0) = (3, 6) = (3, 6) = B(10, 2)]
Thread: 170 -- LS: (A = 21, B = 2) -- [A(0, 0) = (4, 7) = (4, 7) = B(5, 7)]
Thread: 420 -- LS: (A = 52, B = 4) -- [A(0, 0) = (11, 0) = (11, 0) = B(6, 13)]
Thread: 4452 -- LS: (A = 76, B = 52) -- [A(0, 0) = (1, 11) = (1, 11) = B(6, 13)]
Thread: 4453 -- LS: (A = 76, B = 53) -- [A(0, 0) = (1, 9) = (1, 9) = B(6, 13)]
Thread: 1649 -- LS: (A = 46, B = 17) -- [A(0, 0) = (14, 8) = (14, 8) = B(5, 8)]
Thread: 2988 -- LS: (A = 53, B = 36) -- [A(0, 0) = (9, 15) = (9, 15) = B(8, 2)]
Thread: 3599 -- LS: (A = 49, B = 47) -- [A(0, 0) = (6, 2) = (6, 2) = B(8, 1)]
Thread: 3582 -- LS: (A = 47, B = 46) -- [A(0, 0) = (2, 14) = (2, 14) = B(4, 11)]
Thread: 357 -- LS: (A = 44, B = 5) -- [A(0, 0) = (14, 5) = (14, 5) = B(5, 4)]
Thread: 359 -- LS: (A = 44, B = 7) -- [A(0, 0) = (14, 4) = (14, 4) = B(5, 4)]
Thread: 6393 -- LS: (A = 79, B = 73) -- [A(0, 0) = (1, 10) = (1, 10) = B(5, 15)]
Thread: 6398 -- LS: (A = 79, B = 78) -- [A(0, 0) = (1, 5) = (1, 5) = B(5, 15)]
Thread: 2233 -- LS: (A = 39, B = 25) -- [A(0, 0) = (5, 2) = (5, 2) = B(10, 8)]
Thread: 2235 -- LS: (A = 39, B = 27) -- [A(0, 0) = (5, 4) = (5, 4) = B(10, 8)]
Thread: 720 -- LS: (A = 10, B = 8) -- [A(0, 1) = (0, 1) = (0, 1) = B(2, 8)]
Thread: 1889 -- LS: (A = 76, B = 17) -- [A(0, 0) = (1, 8) = (1, 8) = B(3, 9)]
Thread: 3620 -- LS: (A = 52, B = 44) -- [A(0, 0) = (11, 14) = (11, 14) = B(6, 13)]
Thread: 100 -- LS: (A = 12, B = 4) -- [A(0, 0) = (11, 0) = (11, 0) = B(6, 13)]
Thread: 3162 -- LS: (A = 75, B = 34) -- [A(0, 0) = (5, 6) = (5, 6) = B(4, 3)]
Thread: 3176 -- LS: (A = 77, B = 32) -- [A(0, 0) = (14, 6) = (14, 6) = B(5, 6)]
Thread: 4329 -- LS: (A = 61, B = 49) -- [A(0, 0) = (15, 6) = (15, 6) = B(7, 5)]
Thread: 789 -- LS: (A = 18, B = 13) -- [A(0, 0) = (2, 2) = (2, 2) = B(14, 12)]
Thread: 2342 -- LS: (A = 52, B = 30) -- [A(0, 0) = (11, 12) = (11, 12) = B(5, 2)]
Thread: 4992 -- LS: (A = 64, B = 56) -- [A(0, 0) = (15, 6) = (15, 6) = B(4, 2)]
Thread: 1781 -- LS: (A = 62, B = 21) -- [A(0, 0) = (1, 4) = (1, 4) = B(6, 3)]
Thread: 2209 -- LS: (A = 36, B = 25) -- [A(0, 0) = (15, 2) = (15, 2) = B(6, 14)]
Thread: 1037 -- LS: (A = 49, B = 13) -- [A(0, 0) = (6, 2) = (6, 2) = B(8, 1)]
Thread: 3126 -- LS: (A = 70, B = 38) -- [A(0, 0) = (14, 5) = (14, 5) = B(5, 4)]
Thread: 1768 -- LS: (A = 61, B = 16) -- [A(0, 0) = (15, 15) = (15, 15) = B(5, 6)]
Thread: 253 -- LS: (A = 31, B = 5) -- [A(0, 0) = (3, 5) = (3, 5) = B(7, 15)]
Thread: 2920 -- LS: (A = 45, B = 32) -- [A(0, 0) = (4, 6) = (4, 6) = B(1, 4)]
Thread: 2922 -- LS: (A = 45, B = 34) -- [A(0, 0) = (4, 6) = (4, 6) = B(1, 4)]
Thread: 2925 -- LS: (A = 45, B = 37) -- [A(0, 0) = (4, 10) = (4, 10) = B(1, 4)]
Thread: 2927 -- LS: (A = 45, B = 39) -- [A(0, 0) = (4, 5) = (4, 5) = B(1, 4)]
Thread: 185 -- LS: (A = 23, B = 1) -- [A(0, 0) = (14, 7) = (14, 7) = B(8, 1)]
Thread: 2507 -- LS: (A = 73, B = 27) -- [A(0, 0) = (10, 4) = (10, 4) = B(9, 13)]
Thread: 3083 -- LS: (A = 65, B = 35) -- [A(0, 0) = (14, 15) = (14, 15) = B(10, 15)]
Thread: 3560 -- LS: (A = 45, B = 40) -- [A(0, 0) = (4, 9) = (4, 9) = B(4, 6)]
Thread: 1257 -- LS: (A = 77, B = 9) -- [A(0, 0) = (14, 5) = (14, 5) = B(4, 1)]
Thread: 1260 -- LS: (A = 77, B = 12) -- [A(0, 0) = (14, 11) = (14, 11) = B(4, 1)]
Thread: 885 -- LS: (A = 30, B = 13) -- [A(0, 0) = (12, 2) = (12, 2) = B(12, 7)]
Thread: 3056 -- LS: (A = 62, B = 32) -- [A(0, 0) = (1, 6) = (1, 6) = B(10, 14)]
Thread: 879 -- LS: (A = 29, B = 15) -- [A(0, 0) = (1, 7) = (1, 7) = B(6, 6)]
Thread: 3192 -- LS: (A = 79, B = 32) -- [A(0, 0) = (1, 6) = (1, 6) = B(10, 14)]
Thread: 1465 -- LS: (A = 23, B = 17) -- [A(0, 0) = (14, 8) = (14, 8) = B(7, 13)]
Thread: 1470 -- LS: (A = 23, B = 22) -- [A(0, 0) = (14, 8) = (14, 8) = B(7, 13)]
Thread: 957 -- LS: (A = 39, B = 13) -- [A(0, 0) = (5, 2) = (5, 2) = B(7, 14)]
Thread: 2381 -- LS: (A = 57, B = 29) -- [A(0, 0) = (0, 1) = (0, 1) = B(5, 9)]
Thread: 776 -- LS: (A = 17, B = 8) -- [A(0, 0) = (8, 11) = (8, 11) = B(9, 12)]
Thread: 1820 -- LS: (A = 67, B = 20) -- [A(0, 0) = (11, 8) = (11, 8) = B(7, 14)]
Thread: 4295 -- LS: (A = 56, B = 55) -- [A(0, 0) = (6, 0) = (6, 0) = B(6, 6)]
Thread: 3070 -- LS: (A = 63, B = 38) -- [A(0, 0) = (15, 5) = (15, 5) = B(5, 4)]
Thread: 2137 -- LS: (A = 27, B = 25) -- [A(0, 0) = (4, 2) = (4, 2) = B(7, 12)]
Thread: 5714 -- LS: (A = 74, B = 66) -- [A(0, 0) = (5, 9) = (5, 9) = B(4, 15)]
Thread: 554 -- LS: (A = 69, B = 2) -- [A(0, 0) = (9, 7) = (9, 7) = B(11, 4)]
Thread: 3798 -- LS: (A = 74, B = 46) -- [A(0, 0) = (5, 14) = (5, 14) = B(14, 12)]
Thread: 33 -- LS: (A = 4, B = 1) -- [A(0, 0) = (0, 7) = (0, 7) = B(15, 7)]
Thread: 869 -- LS: (A = 28, B = 13) -- [A(0, 0) = (3, 2) = (3, 2) = B(6, 8)]
Thread: 1046 -- LS: (A = 50, B = 14) -- [A(0, 0) = (12, 13) = (12, 13) = B(10, 14)]
Thread: 3169 -- LS: (A = 76, B = 33) -- [A(0, 0) = (1, 1) = (1, 1) = B(8, 7)]
Thread: 1205 -- LS: (A = 70, B = 13) -- [A(0, 0) = (14, 2) = (14, 2) = B(14, 12)]
Thread: 1448 -- LS: (A = 21, B = 16) -- [A(0, 0) = (4, 15) = (4, 15) = B(7, 12)]
Thread: 4266 -- LS: (A = 53, B = 50) -- [A(0, 0) = (9, 12) = (9, 12) = B(10, 14)]
Thread: 970 -- LS: (A = 41, B = 10) -- [A(0, 0) = (13, 9) = (13, 9) = B(9, 14)]
Thread: 752 -- LS: (A = 14, B = 8) -- [A(0, 0) = (13, 11) = (13, 11) = B(8, 2)]
Thread: 753 -- LS: (A = 14, B = 9) -- [A(0, 0) = (13, 5) = (13, 5) = B(8, 2)]
Thread: 5658 -- LS: (A = 67, B = 66) -- [A(0, 0) = (11, 9) = (11, 9) = B(7, 14)]
Thread: 2445 -- LS: (A = 65, B = 29) -- [A(0, 0) = (14, 1) = (14, 1) = B(7, 10)]
Thread: 2446 -- LS: (A = 65, B = 30) -- [A(0, 0) = (14, 12) = (14, 12) = B(7, 10)]
Thread: 3008 -- LS: (A = 56, B = 32) -- [A(0, 0) = (6, 6) = (6, 6) = B(1, 4)]
Thread: 3010 -- LS: (A = 56, B = 34) -- [A(0, 0) = (6, 6) = (6, 6) = B(1, 4)]
Thread: 3011 -- LS: (A = 56, B = 35) -- [A(0, 0) = (6, 15) = (6, 15) = B(5, 7)]
Thread: 3012 -- LS: (A = 56, B = 36) -- [A(0, 0) = (6, 15) = (6, 15) = B(5, 7)]
Thread: 3013 -- LS: (A = 56, B = 37) -- [A(0, 0) = (6, 10) = (6, 10) = B(1, 4)]
Thread: 3015 -- LS: (A = 56, B = 39) -- [A(0, 0) = (6, 5) = (6, 5) = B(1, 4)]
Thread: 826 -- LS: (A = 23, B = 10) -- [A(0, 0) = (14, 9) = (14, 9) = B(8, 1)]
Thread: 529 -- LS: (A = 66, B = 1) -- [A(0, 0) = (9, 7) = (9, 7) = B(5, 9)]
Thread: 6368 -- LS: (A = 76, B = 72) -- [A(0, 0) = (1, 11) = (1, 11) = B(4, 12)]
Thread: 6369 -- LS: (A = 76, B = 73) -- [A(0, 0) = (1, 10) = (1, 10) = B(4, 12)]
Thread: 621 -- LS: (A = 77, B = 5) -- [A(0, 0) = (14, 5) = (14, 5) = B(9, 13)]
Thread: 146 -- LS: (A = 18, B = 2) -- [A(0, 0) = (2, 7) = (2, 7) = B(4, 10)]
Thread: 162 -- LS: (A = 20, B = 2) -- [A(0, 0) = (8, 7) = (8, 7) = B(8, 3)]
Thread: 1748 -- LS: (A = 58, B = 20) -- [A(0, 0) = (6, 8) = (6, 8) = B(8, 3)]
Thread: 4275 -- LS: (A = 54, B = 51) -- [A(0, 0) = (13, 3) = (13, 3) = B(9, 15)]
Thread: 3051 -- LS: (A = 61, B = 35) -- [A(0, 0) = (15, 15) = (15, 15) = B(9, 9)]
Thread: 4952 -- LS: (A = 59, B = 56) -- [A(0, 0) = (9, 6) = (9, 6) = B(11, 11)]
Thread: 3738 -- LS: (A = 67, B = 42) -- [A(0, 0) = (11, 15) = (11, 15) = B(8, 10)]
Thread: 3741 -- LS: (A = 67, B = 45) -- [A(0, 0) = (11, 4) = (11, 4) = B(8, 10)]
Thread: 5675 -- LS: (A = 69, B = 67) -- [A(0, 0) = (9, 11) = (9, 11) = B(8, 10)]
Thread: 6388 -- LS: (A = 78, B = 76) -- [A(0, 0) = (5, 1) = (5, 1) = B(13, 3)]
Thread: 2935 -- LS: (A = 46, B = 39) -- [A(0, 0) = (14, 5) = (14, 5) = B(9, 10)]
Thread: 107 -- LS: (A = 13, B = 3) -- [A(0, 0) = (2, 14) = (2, 14) = B(6, 8)]
Thread: 1243 -- LS: (A = 75, B = 11) -- [A(0, 0) = (5, 3) = (5, 3) = B(2, 11)]
Thread: 5711 -- LS: (A = 73, B = 71) -- [A(0, 0) = (10, 8) = (10, 8) = B(8, 14)]
Thread: 2399 -- LS: (A = 59, B = 31) -- [A(0, 0) = (9, 3) = (9, 3) = B(2, 9)]
Thread: 2410 -- LS: (A = 61, B = 26) -- [A(0, 0) = (15, 0) = (15, 0) = B(7, 5)]
Thread: 2258 -- LS: (A = 42, B = 26) -- [A(0, 0) = (15, 0) = (15, 0) = B(8, 10)]
Thread: 4386 -- LS: (A = 68, B = 50) -- [A(0, 0) = (10, 12) = (10, 12) = B(9, 10)]
Thread: 3138 -- LS: (A = 72, B = 34) -- [A(0, 0) = (11, 6) = (11, 6) = B(11, 1)]
Thread: 760 -- LS: (A = 15, B = 8) -- [A(0, 0) = (7, 11) = (7, 11) = B(14, 15)]
Thread: 3026 -- LS: (A = 58, B = 34) -- [A(0, 0) = (6, 6) = (6, 6) = B(7, 5)]
Thread: 195 -- LS: (A = 24, B = 3) -- [A(0, 1) = (13, 10) = (13, 10) = B(3, 5)]
Thread: 199 -- LS: (A = 24, B = 7) -- [A(0, 1) = (13, 15) = (13, 15) = B(3, 5)]
Thread: 5072 -- LS: (A = 74, B = 56) -- [A(0, 0) = (5, 6) = (5, 6) = B(6, 6)]
Thread: 3725 -- LS: (A = 65, B = 45) -- [A(0, 0) = (14, 4) = (14, 4) = B(10, 15)]
Thread: 4257 -- LS: (A = 52, B = 49) -- [A(0, 1) = (13, 14) = (13, 14) = B(9, 15)]
Thread: 2147 -- LS: (A = 28, B = 27) -- [A(0, 1) = (10, 10) = (10, 10) = B(6, 9)]
Thread: 928 -- LS: (A = 36, B = 8) -- [A(0, 0) = (15, 11) = (15, 11) = B(8, 2)]
Thread: 929 -- LS: (A = 36, B = 9) -- [A(0, 0) = (15, 5) = (15, 5) = B(8, 2)]
Thread: 934 -- LS: (A = 36, B = 14) -- [A(0, 0) = (15, 13) = (15, 13) = B(8, 2)]
Thread: 4970 -- LS: (A = 61, B = 58) -- [A(0, 0) = (15, 6) = (15, 6) = B(7, 5)]
Thread: 24 -- LS: (A = 3, B = 0) -- [A(0, 0) = (14, 7) = (14, 7) = B(3, 4)]
Thread: 6361 -- LS: (A = 75, B = 73) -- [A(0, 0) = (5, 10) = (5, 10) = B(10, 9)]
Thread: 729 -- LS: (A = 11, B = 9) -- [A(0, 1) = (9, 1) = (9, 1) = B(4, 2)]
Thread: 92 -- LS: (A = 11, B = 4) -- [A(0, 0) = (3, 0) = (3, 0) = B(6, 13)]
Thread: 1528 -- LS: (A = 31, B = 16) -- [A(0, 0) = (3, 15) = (3, 15) = B(13, 7)]
Thread: 1534 -- LS: (A = 31, B = 22) -- [A(0, 0) = (3, 8) = (3, 8) = B(13, 7)]
Thread: 17 -- LS: (A = 2, B = 1) -- [A(0, 2) = (1, 2) = (1, 2) = B(3, 7)]
Thread: 3705 -- LS: (A = 63, B = 41) -- [A(0, 0) = (15, 13) = (15, 13) = B(8, 7)]
Thread: 3829 -- LS: (A = 78, B = 45) -- [A(0, 1) = (15, 10) = (15, 10) = B(14, 9)]
Thread: 3128 -- LS: (A = 71, B = 32) -- [A(0, 0) = (8, 6) = (8, 6) = B(13, 5)]
Thread: 3129 -- LS: (A = 71, B = 33) -- [A(0, 0) = (8, 1) = (8, 1) = B(13, 5)]
Thread: 1440 -- LS: (A = 20, B = 16) -- [A(0, 1) = (14, 7) = (14, 7) = B(13, 6)]
Thread: 3151 -- LS: (A = 73, B = 39) -- [A(0, 0) = (10, 5) = (10, 5) = B(15, 7)]
Thread: 3544 -- LS: (A = 43, B = 40) -- [A(0, 1) = (0, 8) = (0, 8) = B(8, 13)]
Thread: 1059 -- LS: (A = 52, B = 11) -- [A(0, 0) = (11, 3) = (11, 3) = B(4, 4)]
Thread: 1432 -- LS: (A = 19, B = 16) -- [A(0, 2) = (12, 13) = (12, 13) = B(5, 12)]
Thread: 1424 -- LS: (A = 18, B = 16) -- [A(0, 3) = (1, 3) = (1, 3) = B(2, 10)]
Thread: 290 -- LS: (A = 36, B = 2) -- [A(0, 0) = (15, 7) = (15, 7) = B(5, 7)]
Thread: 1192 -- LS: (A = 69, B = 8) -- [A(0, 0) = (9, 11) = (9, 11) = B(5, 6)]
Thread: 1197 -- LS: (A = 69, B = 13) -- [A(0, 0) = (9, 2) = (9, 2) = B(5, 6)]
Thread: 1124 -- LS: (A = 60, B = 12) -- [A(0, 0) = (2, 11) = (2, 11) = B(4, 1)]
Thread: 84 -- LS: (A = 10, B = 4) -- [A(0, 0) = (9, 0) = (9, 0) = B(6, 13)]
Thread: 2195 -- LS: (A = 34, B = 27) -- [A(0, 0) = (6, 4) = (6, 4) = B(11, 1)]
Thread: 848 -- LS: (A = 26, B = 8) -- [A(0, 0) = (0, 11) = (0, 11) = B(14, 15)]
Thread: 855 -- LS: (A = 26, B = 15) -- [A(0, 0) = (0, 7) = (0, 7) = B(14, 15)]
Thread: 400 -- LS: (A = 50, B = 0) -- [A(0, 0) = (12, 7) = (12, 7) = B(8, 3)]
Thread: 1684 -- LS: (A = 50, B = 20) -- [A(0, 0) = (12, 8) = (12, 8) = B(8, 3)]
Thread: 1868 -- LS: (A = 73, B = 20) -- [A(0, 0) = (10, 8) = (10, 8) = B(3, 5)]
Thread: 2277 -- LS: (A = 44, B = 29) -- [A(0, 0) = (14, 1) = (14, 1) = B(9, 5)]
Thread: 491 -- LS: (A = 61, B = 3) -- [A(0, 0) = (15, 14) = (15, 14) = B(7, 5)]
Thread: 4395 -- LS: (A = 69, B = 51) -- [A(0, 0) = (9, 3) = (9, 3) = B(5, 6)]
Thread: 2960 -- LS: (A = 50, B = 32) -- [A(0, 0) = (12, 6) = (12, 6) = B(8, 3)]
Thread: 1854 -- LS: (A = 71, B = 22) -- [A(0, 0) = (8, 8) = (8, 8) = B(8, 14)]
Thread: 550 -- LS: (A = 68, B = 6) -- [A(0, 0) = (10, 14) = (10, 14) = B(6, 15)]
Thread: 5018 -- LS: (A = 67, B = 58) -- [A(0, 0) = (11, 6) = (11, 6) = B(4, 4)]
Thread: 1521 -- LS: (A = 30, B = 17) -- [A(0, 0) = (12, 8) = (12, 8) = B(3, 9)]
Thread: 4416 -- LS: (A = 72, B = 48) -- [A(0, 0) = (11, 6) = (11, 6) = B(8, 4)]
Thread: 951 -- LS: (A = 38, B = 15) -- [A(0, 0) = (5, 7) = (5, 7) = B(4, 3)]
Thread: 5692 -- LS: (A = 71, B = 68) -- [A(0, 0) = (8, 10) = (8, 10) = B(4, 11)]
Thread: 5694 -- LS: (A = 71, B = 70) -- [A(0, 0) = (8, 14) = (8, 14) = B(4, 11)]
Thread: 4470 -- LS: (A = 78, B = 54) -- [A(0, 0) = (5, 13) = (5, 13) = B(7, 4)]
Thread: 433 -- LS: (A = 54, B = 1) -- [A(0, 0) = (13, 7) = (13, 7) = B(5, 9)]
Thread: 1696 -- LS: (A = 52, B = 16) -- [A(0, 0) = (11, 15) = (11, 15) = B(12, 9)]
Thread: 2842 -- LS: (A = 35, B = 34) -- [A(0, 2) = (0, 1) = (0, 1) = B(13, 6)]
Thread: 1071 -- LS: (A = 53, B = 15) -- [A(0, 0) = (9, 7) = (9, 7) = B(7, 9)]
Thread: 361 -- LS: (A = 45, B = 1) -- [A(0, 0) = (4, 7) = (4, 7) = B(4, 6)]
Thread: 233 -- LS: (A = 29, B = 1) -- [A(0, 0) = (1, 7) = (1, 7) = B(5, 9)]
Thread: 448 -- LS: (A = 56, B = 0) -- [A(0, 0) = (6, 7) = (6, 7) = B(4, 2)]
Thread: 2206 -- LS: (A = 35, B = 30) -- [A(0, 0) = (15, 12) = (15, 12) = B(6, 1)]
